School,City,State,Conference,Division,WikidataID,Score,School_doe,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Score_doe
Salisbury University,Salisbury,Maryland,Coast to Coast Athletic Conference,D3,Q7404818,100.0,Salisbury University,209100.0,0.7762,,25057.0,-75.604815,38.34648,100.0
Salve Regina University,Newport,Rhode Island,Commonwealth Coast Conference(New England Women's and Men's Athletic Conference in 2023),D3,Q1695578,100.0,Salve Regina University,341100.0,0.7462,,61072.0,-71.30124,41.471545,100.0
Sarah Lawrence College,Yonkers,New York,Skyline Conference,D3,Q1051840,100.0,Sarah Lawrence College,281300.0,0.5463,1333.0,74123.0,-73.843727,40.9355,100.0
Schreiner University,Kerrville,Texas,Southern Collegiate Athletic Conference,D3,Q7432878,100.0,Schreiner University,361000.0,0.9615,1043.0,41896.0,-99.130586,30.031458,100.0
University of Scranton,Scranton,Pennsylvania,Landmark Conference,D3,Q2495907,100.0,University of Scranton,338400.0,0.7873,1200.0,62380.0,-75.656915,41.406556,100.0
University of the South,Sewanee,Tennessee,Southern Athletic Association,D3,Q1816857,100.0,,,,,,,,
Shenandoah University,Winchester,Virginia,Old Dominion Athletic Conference,D3,Q1799245,100.0,Shenandoah University,373700.0,0.7438,1123.0,47850.0,-78.157433,39.167355,100.0
Simmons University,Boston,Massachusetts,Great Northeast Athletic Conference,D3,Q14437811,100.0,Simmons University,220800.0,0.8255,1168.0,60221.0,-71.099967,42.3393,100.0
Simpson College,Indianola,Iowa,American Rivers Conference,D3,Q7521155,100.0,Simpson University,129100.0,0.5972,1099.0,46394.0,-122.332981,40.61334,100.0
Simpson College,Indianola,Iowa,American Rivers Conference,D3,Q7521155,100.0,Simpson College,188700.0,0.8662,1149.0,53845.0,-93.563471,41.365503,100.0
Skidmore College,Saratoga Springs,New York,Liberty League,D3,Q7535073,100.0,Skidmore College,281400.0,0.3217,1324.0,74140.0,-73.785335,43.097035,100.0
Smith College,Northampton,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q49204,100.0,Smith College,220900.0,0.3652,,75169.0,-72.638097,42.318111,100.0
University of Southern Maine,Portland,Maine,Little East Conference,D3,Q3244049,100.0,University of Southern Maine,205400.0,0.8793,1062.0,19582.0,-70.274247,43.662863,100.0
Southern Virginia University,Buena Vista,Virginia,USA South Athletic Conference,D3,Q7570614,100.0,Southern Virginia University,373800.0,0.9903,1205.0,29875.0,-79.35037,37.740368,100.0
Southwestern University,Georgetown,Texas,Southern Collegiate Athletic Conference,D3,Q3551493,100.0,Southwestern University,362000.0,0.4937,1223.0,57825.0,-97.665738,30.634341,100.0
Spalding University,Louisville,Kentucky,St. Louis Intercollegiate Athletic Conference,D3,Q7572993,100.0,Spalding University,196000.0,0.9343,1026.0,38163.0,-85.757725,38.242407,100.0
Springfield College,Springfield,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q7580946,100.0,Springfield College,221100.0,0.6341,1239.0,55078.0,-72.556751,42.101576,100.0
Stevens Institute of Technology,Hoboken,New Jersey,MAC Freedom,D3,Q657222,100.0,Stevens Institute of Technology,263900.0,0.5306,1415.0,70591.0,-74.025334,40.744776,100.0
Stevenson University,Stevenson,Maryland,MAC Commonwealth,D3,Q7615536,100.0,Stevenson University,210700.0,0.8918,,53066.0,-76.702092,39.421988,100.0
Stockton University,Pomona,New Jersey,New Jersey Athletic Conference,D3,Q7329259,100.0,Stockton University,934500.0,0.7731,1108.0,30721.0,-74.531087,39.492036,100.0
Suffolk University,Boston,Massachusetts,Commonwealth Coast Conference,D3,Q1056123,100.0,Suffolk University,221800.0,0.859,1113.0,57850.0,-71.060917,42.357945,100.0
Sul Ross State University,Alpine,Texas,American Southwest Conference,D3,Q7635933,100.0,Sul Ross State University,362500.0,0.8083,960.0,20332.0,-103.651469,30.363139,100.0
Susquehanna University,Selinsgrove,Pennsylvania,Landmark Conference,D3,Q7649352,100.0,Susquehanna University,336900.0,0.7304,,64760.0,-76.875329,40.797502,100.0
Swarthmore College,Swarthmore,Pennsylvania,Centennial Conference,D3,Q1378320,100.0,Swarthmore College,337000.0,0.0906,1467.0,73932.0,-75.354278,39.905159,100.0
University of Texas at Dallas,Dallas,Texas,American Southwest Conference,D3,Q1781394,100.0,The University of Texas at Dallas,974100.0,0.7936,1345.0,27120.0,-96.749702,32.984673,94.0
Texas Lutheran University,Seguin,Texas,Southern Collegiate Athletic Conference,D3,Q3301911,100.0,Texas Lutheran University,364100.0,0.593,1098.0,42208.0,-97.982669,29.573261,100.0
Thomas College,Waterville,Maine,North Atlantic Conference,D3,Q7788537,100.0,Thomas College,205200.0,,,40911.0,-69.664734,44.524909,100.0
Transylvania University,Lexington,Kentucky,Heartland Collegiate Athletic Conference,D3,Q956056,100.0,Transylvania University,198700.0,0.9212,1267.0,53097.0,-84.493202,38.052983,100.0
Trine University,Angola,Indiana,Michigan Intercollegiate Athletic Association,D3,Q7842344,100.0,Trine University,183900.0,0.7875,1130.0,47142.0,-85.008009,41.632502,100.0
Trinity College,Hartford,Connecticut,New England Small College Athletic Conference,D3,Q258464,100.0,Trinity College,141400.0,0.3604,,76850.0,-72.690882,41.747451,100.0
Trinity University,San Antonio,Texas,Southern Collegiate Athletic Conference,D3,Q1311379,100.0,Trinity University,364700.0,0.3362,1355.0,60664.0,-98.48186,29.462682,100.0
Trinity Washington University,Washington,District of Columbia,Independent,D3,Q3539296,100.0,Trinity Washington University,146000.0,0.9579,,32710.0,-77.004261,38.927398,100.0
Tufts University,Medford,Massachusetts,New England Small College Athletic Conference,D3,Q49120,100.0,Tufts University,221900.0,0.163,1474.0,76151.0,-71.118293,42.40855,100.0
Union College,Schenectady,New York,Liberty League,D3,Q1567748,100.0,Union College,198800.0,0.5733,1035.0,39439.0,-83.888477,36.870875,100.0
Union College,Schenectady,New York,Liberty League,D3,Q1567748,100.0,Union College,256300.0,0.976,1072.0,36243.0,-96.651095,40.774778,100.0
Union College,Schenectady,New York,Liberty League,D3,Q1567748,100.0,Union College,288900.0,0.4126,1339.0,69879.0,-73.928788,42.818097,100.0
United States Coast Guard Academy,New London,Connecticut,New England Women's and Men's Athletic Conference,D3,Q650935,100.0,United States Coast Guard Academy,141500.0,0.2009,1332.0,,-72.101583,41.375823,100.0
United States Merchant Marine Academy,Kings Point,New York,Skyline Conference,D3,Q1806541,100.0,United States Merchant Marine Academy,289200.0,0.2411,1288.0,9565.0,-73.763004,40.81357,100.0
Ursinus College,Collegeville,Pennsylvania,Centennial Conference,D3,Q7901181,100.0,Ursinus College,338500.0,0.8044,1253.0,69604.0,-75.456505,40.193023,100.0
Vassar College,Poughkeepsie,New York,Liberty League,D3,Q2093794,100.0,Vassar College,289500.0,0.2454,1456.0,75203.0,-73.895088,41.686895,100.0
Wabash College,Crawfordsville,Indiana,North Coast Athletic Conference,D3,Q7958639,100.0,Wabash College,184400.0,0.6321,1226.0,58770.0,-86.906,40.037588,100.0
Warren Wilson College,Swannanoa,North Carolina,Coast to Coast Athletic Conference,D3,Q7970595,100.0,Warren Wilson College,297900.0,0.8484,1220.0,52526.0,-82.442619,35.610328,100.0
Wartburg College,Waverly,Iowa,American Rivers Conference,D3,Q7971009,35.0,Wartburg College,189600.0,0.7172,1114.0,55508.0,-92.483387,42.7277,35.0
Washington & Jefferson College,Washington,Pennsylvania,Presidents' Athletic Conference,D3,Q7971641,100.0,Washington & Jefferson College,338900.0,0.9018,,62814.0,-80.24049,40.170622,100.0
Washington and Lee University,Lexington,Virginia,Old Dominion Athletic Conference,D3,Q1785291,100.0,Washington and Lee University,376800.0,0.2451,1451.0,73900.0,-79.443018,37.788939,100.0
Washington College,Chestertown,Maryland,Centennial Conference,D3,Q4564567,100.0,Washington College,210800.0,0.8028,,65405.0,-76.06878,39.217329,100.0
Washington University in St. Louis,St. Louis,Missouri,University Athletic Association,D3,Q777403,100.0,Washington University in St Louis,252000.0,0.1602,1520.0,76910.0,-90.310604,38.647929,100.0
Waynesburg University,Waynesburg,Pennsylvania,Presidents' Athletic Conference,D3,Q7976817,100.0,Waynesburg University,339100.0,0.8996,1082.0,37431.0,-80.186205,39.899871,100.0
Webster University,St. Louis,Missouri,St. Louis Intercollegiate Athletic Conference,D3,Q1465303,100.0,Webster University,252100.0,0.5312,1170.0,44260.0,-90.345151,38.588875,100.0
Wellesley College,Wellesley,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q49205,100.0,Wellesley College,222400.0,0.2041,1446.0,75198.0,-71.306605,42.291554,100.0
Wells College,Aurora,New York,United East Conference(Allegheny Mountain Collegiate Conference in 2023),D3,Q7424719,69.0,Wells College,290100.0,0.6436,,46640.0,-76.696028,42.742943,69.0
Wentworth Institute of Technology,Boston,Massachusetts,Commonwealth Coast Conference,D3,Q12010517,100.0,Wentworth Institute of Technology,222500.0,0.9354,1192.0,52232.0,-71.094983,42.336632,100.0
Wesleyan College,Macon,Georgia,Collegiate Conference of the South,D3,Q3446272,100.0,Wesleyan College,160000.0,0.5981,1052.0,34952.0,-83.715417,32.876037,100.0
Wesleyan University,Middletown,Connecticut,New England Small College Athletic Conference,D3,Q49167,100.0,Wesleyan University,142400.0,0.209,,75693.0,-72.657146,41.554665,100.0
Western Connecticut State University,Danbury,Connecticut,Little East Conference,D3,Q1552113,100.0,Western Connecticut State University,138000.0,0.8072,,23110.0,-73.444264,41.400365,100.0
Western New England University,Springfield,Massachusetts,Commonwealth Coast Conference,D3,Q7988102,100.0,Western New England University,222600.0,0.8943,,52924.0,-72.520466,42.115017,100.0
Westfield State University,Westfield,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q14438080,100.0,Westfield State University,218900.0,0.9244,1054.0,24844.0,-72.796503,42.132698,100.0
Westminster College,Fulton,Missouri,St. Louis Intercollegiate Athletic Conference,D3,Q5407122,100.0,Westminster College,252300.0,0.9743,1136.0,44500.0,-91.955273,38.849354,100.0
Westminster College,Fulton,Missouri,St. Louis Intercollegiate Athletic Conference,D3,Q5407122,100.0,Westminster College,339200.0,0.7651,,49932.0,-80.331017,41.119272,100.0
Westminster College,Fulton,Missouri,St. Louis Intercollegiate Athletic Conference,D3,Q5407122,100.0,Westminster College,368100.0,0.8745,1205.0,49060.0,-111.855757,40.730779,100.0
Westminster College,New Wilmington,Pennsylvania,Presidents' Athletic Conference,D3,Q5407122,100.0,Westminster College,252300.0,0.9743,1136.0,44500.0,-91.955273,38.849354,100.0
Westminster College,New Wilmington,Pennsylvania,Presidents' Athletic Conference,D3,Q5407122,100.0,Westminster College,339200.0,0.7651,,49932.0,-80.331017,41.119272,100.0
Westminster College,New Wilmington,Pennsylvania,Presidents' Athletic Conference,D3,Q5407122,100.0,Westminster College,368100.0,0.8745,1205.0,49060.0,-111.855757,40.730779,100.0
Wheaton College,Wheaton,Illinois,College Conference of Illinois and Wisconsin,D3,Q747179,100.0,Wheaton College,178100.0,0.8695,1336.0,50923.0,-88.099643,41.870176,100.0
Wheaton College,Wheaton,Illinois,College Conference of Illinois and Wisconsin,D3,Q747179,100.0,Wade College,1013000.0,,,22459.0,-96.819516,32.800854,74.0
Wheaton College,Norton,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q747179,100.0,Wheaton College,178100.0,0.8695,1336.0,50923.0,-88.099643,41.870176,100.0
Wheaton College,Norton,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q747179,100.0,Wade College,1013000.0,,,22459.0,-96.819516,32.800854,74.0
Whitman College,Walla Walla,Washington,Northwest Conference,D3,Q7996607,100.0,Whitman College,380300.0,0.5413,1360.0,69532.0,-118.331546,46.069815,100.0
Whittier College,Whittier,California,Southern California Intercollegiate Athletic Conference,D3,Q7996868,100.0,Whittier College,134200.0,0.7233,,61052.0,-118.032299,33.978773,100.0
Whitworth University,Spokane,Washington,Northwest Conference,D3,Q7996977,100.0,Sumner College,2104900.0,0.625,,,-122.576024,45.574935,64.0
Whitworth University,Spokane,Washington,Northwest Conference,D3,Q7996977,100.0,Whitworth University,380400.0,0.9101,1171.0,60359.0,-117.416714,47.753358,100.0
Widener University,Chester,Pennsylvania,MAC Commonwealth,D3,Q3443325,100.0,Widener University,331300.0,0.7458,1126.0,62831.0,-75.355363,39.861689,100.0
Wilkes University,Wilkes-Barre,Pennsylvania,MAC Freedom(Landmark Conference in 2023),D3,Q8002474,100.0,Wilkes University,339400.0,0.9177,1137.0,54085.0,-75.890262,41.244199,100.0
Willamette University,Salem,Oregon,Northwest Conference,D3,Q930291,100.0,Willamette University,322700.0,0.8017,,66416.0,-123.030537,44.935457,100.0
William Paterson University,Wayne,New Jersey,New Jersey Athletic Conference,D3,Q3444527,100.0,William Paterson University of New Jersey,262500.0,0.8062,,25327.0,-74.200248,40.945255,100.0
William Peace University,Raleigh,North Carolina,USA South Athletic Conference,D3,Q8016704,100.0,William Peace University,295300.0,0.6139,1053.0,47624.0,-78.637697,35.789139,100.0
William Smith College,Geneva,New York,Liberty League,D3,Q5533009,27.0,Hobart William Smith Colleges,273100.0,0.6184,1279.0,74375.0,-76.985516,42.858131,32.5
Williams College,Williamstown,Massachusetts,New England Small College Athletic Conference,D3,Q49166,100.0,Williams College,222900.0,0.1512,,75520.0,-73.203132,42.712725,100.0
Wilmington College,Wilmington,Ohio,Ohio Athletic Conference,D3,Q8022753,100.0,College of Wilmington,2205000.0,,,,-77.906111,34.21396,92.0
Wilmington College,Wilmington,Ohio,Ohio Athletic Conference,D3,Q8022753,100.0,Wilmington College,314200.0,0.7272,1083.0,38642.0,-83.818342,39.444744,100.0
Wilson College,Chambersburg,Pennsylvania,Colonial States Athletic Conference,D3,Q8023016,100.0,Wilson College,339600.0,0.922,1030.0,37019.0,-77.650712,39.949659,100.0
University of Wisconsin–Eau Claire,Eau Claire,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q3551771,100.0,University of Wisconsin-Eau Claire,391700.0,0.8436,1170.0,20174.0,-91.501906,44.798284,100.0
University of Wisconsin–La Crosse,La Crosse,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2688358,100.0,University of Wisconsin-La Crosse,391900.0,0.7515,1185.0,17514.0,-91.23186,43.81568,100.0
Wisconsin Lutheran College,Milwaukee,Wisconsin,Northern Athletics Collegiate Conference,D3,Q8027229,100.0,Wisconsin Lutheran College,2136600.0,0.9562,1172.0,43118.0,-88.022718,43.036943,100.0
University of Wisconsin–Oshkosh,Oshkosh,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2503441,100.0,University of Wisconsin-Oshkosh,392000.0,0.7858,1105.0,18125.0,-88.549369,44.026206,100.0
University of Wisconsin–Platteville,Platteville,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2590962,100.0,University of Wisconsin-Platteville,392100.0,0.8148,1150.0,18670.0,-90.48622,42.733451,100.0
University of Wisconsin–River Falls,River Falls,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2687532,100.0,University of Wisconsin-River Falls,392300.0,0.7685,1120.0,17971.0,-92.622641,44.8534,100.0
University of Wisconsin–Stevens Point,Stevens Point,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2687782,100.0,University of Wisconsin-Stevens Point,392400.0,0.8654,1105.0,18217.0,-89.570934,44.529582,100.0
University of Wisconsin–Stout,Menomonie,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q2590529,100.0,University of Wisconsin-Stout,391500.0,0.901,1135.0,19704.0,-91.926653,44.873187,100.0
University of Wisconsin–Superior,Superior,Wisconsin,Upper Midwest Athletic Conference,D3,Q10943718,100.0,University of Wisconsin-Superior,392500.0,0.8613,1085.0,18731.0,-92.091007,46.717629,100.0
University of Wisconsin–Whitewater,Whitewater,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,Q3551772,100.0,University of Wisconsin-Whitewater,392600.0,0.7992,1105.0,18252.0,-88.742368,42.835563,100.0
Wittenberg University,Springfield,Ohio,North Coast Athletic Conference,D3,Q8028571,100.0,Wittenberg University,314300.0,0.9743,,53219.0,-83.815445,39.934029,100.0
College of Wooster,Wooster,Ohio,North Coast Athletic Conference,D3,Q1109093,100.0,The College of Wooster,303700.0,0.653,,66108.0,-81.934674,40.81046,100.0
Worcester Polytechnic Institute,Worcester,Massachusetts,New England Women's and Men's Athletic Conference,D3,Q195046,100.0,Worcester Polytechnic Institute,223300.0,0.5905,,69233.0,-71.808339,42.274853,100.0
Worcester State University,Worcester,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,Q3446068,100.0,Worcester State University,219000.0,0.8103,1097.0,21870.0,-71.844018,42.267526,100.0
Yeshiva University,New York,New York,Skyline Conference,D3,Q1048851,100.0,Yeshiva University,290300.0,0.6741,1288.0,64050.0,-73.929873,40.850605,100.0
"York College, City University of New York",Queens,New York,City University of New York Athletic Conference,D3,Q8055406,92.0,CUNY York College,475900.0,0.5276,960.0,13948.0,-73.796313,40.701576,83.0
