School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
Irvine Valley College,Irvine,CA,2539500.0,,,11978.0,-117.777539,33.675381
Bellus Academy-El Cajon,El Cajon,CA,1202600.0,,,,-116.94627,32.794072
American Jewish University,Los Angeles,CA,274100.0,,,,-118.471706,34.128153
Reedley College,Reedley,CA,130800.0,,,12717.0,-119.458555,36.605428
Life Pacific University,San Dimas,CA,2270600.0,0.931,1015.0,29158.0,-117.829388,34.098705
University of La Verne,La Verne,CA,121600.0,0.7625,1054.0,60759.0,-117.773262,34.100855
Laguna College of Art and Design,Laguna Beach,CA,2330500.0,0.8292,,50805.0,-117.772564,33.561448
Lake Tahoe Community College,South Lake Tahoe,CA,1290700.0,,,10947.0,-119.972574,38.926797
Lancaster Beauty School,Lancaster,CA,1301000.0,,,,-118.147547,34.694914
Laney College,Oakland,CA,126600.0,,,19375.0,-122.26283,37.797257
Lassen Community College,Susanville,CA,121700.0,,,15778.0,-120.633271,40.432053
Latin American Bible Institute,La Puente,CA,4284300.0,0.7273,,,-117.989601,34.030992
Life Chiropractic College West,Hayward,CA,2228500.0,,,,-122.117619,37.638099
Lincoln University,Oakland,CA,697500.0,,,,-122.269745,37.804788
Southern California Seminary,El Cajon,CA,3332300.0,,,,-116.905461,32.799614
La Sierra University,Riverside,CA,121500.0,0.5697,1048.0,45629.0,-117.500054,33.910704
Loma Linda University,Loma Linda,CA,121800.0,,,,-117.260605,34.051241
Long Beach City College,Long Beach,CA,121900.0,,,12061.0,-118.135633,33.833593
Southern California University of Health Sciences,Whittier,CA,122900.0,,,,-117.983401,33.922966
Los Angeles Harbor College,Wilmington,CA,122400.0,,,18393.0,-118.283549,33.785825
Los Angeles Pierce College,Woodland Hills,CA,122600.0,,,18941.0,-118.575071,34.183949
Los Angeles Southwest College,Los Angeles,CA,704700.0,,,16826.0,-118.304674,33.929586
Los Angeles Trade Technical College,Los Angeles,CA,122700.0,,,16343.0,-118.269447,34.031907
Los Angeles Valley College,Valley Glen,CA,122800.0,,,17215.0,-118.421734,34.175165
The Master's University and Seminary,Santa Clarita,CA,122000.0,0.5988,,40783.0,-118.518193,34.381755
Los Angeles City College,Los Angeles,CA,122300.0,,,16506.0,-118.292169,34.087301
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,616500.0,,,,-118.211852,34.062647
Los Angeles Mission College,Sylmar,CA,1255000.0,,,18781.0,-118.4195,34.314668
Los Medanos College,Pittsburg,CA,1034000.0,,,13497.0,-121.860967,38.006474
Loyola Marymount University,Los Angeles,CA,1164900.0,0.5014,1320.0,70235.0,-118.415744,33.97085
Lu Ross Academy,Ventura,CA,1186600.0,,,,-119.293952,34.278034
Lyle's College of Beauty,Bakersfield,CA,714201.0,,,,-119.02387,35.386539
Lyle's College of  Beauty,Fresno,CA,714200.0,,,,-119.774167,36.836265
Lytles Redwood Empire Beauty College,Santa Rosa,CA,1324000.0,,,,-122.75777,38.508385
MTI College,Sacramento,CA,1291200.0,0.8023,,,-121.342568,38.661377
College of Marin,Kentfield,CA,117800.0,,,15841.0,-122.549149,37.954897
Marymount California University,Rancho Palos Verdes,CA,1047400.0,,,51791.0,-118.333371,33.734887
Mendocino College,Ukiah,CA,1167200.0,,,16849.0,-123.228809,39.188989
Menlo College,Atherton,CA,123600.0,0.6451,,62162.0,-122.190797,37.453475
Merced College,Merced,CA,123700.0,,,19055.0,-120.476464,37.3353
Merritt College,Oakland,CA,126700.0,,,18713.0,-122.167335,37.789088
Mills College,Oakland,CA,123800.0,0.9114,1180.0,48360.0,-122.182294,37.781425
MiraCosta College,Oceanside,CA,123900.0,,,11676.0,-117.302606,33.190483
Mission College,Santa Clara,CA,2119100.0,,,11905.0,-121.980783,37.391935
Modern Beauty Academy,Oxnard,CA,720400.0,,,,-119.181423,34.195384
Modesto Junior College,Modesto,CA,124000.0,,,18505.0,-121.009792,37.651056
Moler Barber College,Oakland,CA,2185800.0,,,,-122.265352,37.827075
Middlebury Institute of International Studies at Monterey,Monterey,CA,369110.0,0.2204,1444.0,,-121.897325,36.599736
Monterey Peninsula College,Monterey,CA,124200.0,,,18472.0,-121.884931,36.590558
Moorpark College,Moorpark,CA,711500.0,,,9365.0,-118.834528,34.301146
Mt San Antonio College,Walnut,CA,124500.0,,,10827.0,-117.846629,34.047764
Mount Saint Mary's University,Los Angeles,CA,124300.0,0.8933,1014.0,57689.0,-118.482879,34.085315
Mt San Jacinto Community College District,San Jacinto,CA,124600.0,,,12865.0,-116.971169,33.806748
Musicians Institute,Hollywood,CA,2161800.0,0.6844,,41195.0,-118.337582,34.101265
Napa Valley College,Napa,CA,124700.0,,,20895.0,-122.274381,38.274081
National Holistic Institute,Emeryville,CA,2542300.0,,,,-122.287672,37.841898
National University,La Jolla,CA,1146000.0,0.8936,,26208.0,-117.243026,32.909894
Naval Postgraduate School,Monterey,CA,131000.0,,,,-121.874248,36.597159
Newschool of Architecture and Design,San Diego,CA,3043900.0,0.9625,,50284.0,-117.153305,32.71331
Newberry School of Beauty,Granada Hills,CA,713000.0,,,,-118.499693,34.256683
North Adrian's College of Beauty Inc,Modesto,CA,718700.0,,,,-120.992753,37.677778
North-West College-Pomona,Pomona,CA,1287200.0,,,,-117.751227,34.062043
North-West College-West Covina,West Covina,CA,1170700.0,,,,-117.949583,34.072071
North-West College-Van Nuys,Van Nuys,CA,2591600.0,,,,-118.450184,34.189497
San Francisco Bay University,Fremont,CA,,0.5714,,,-121.925953,37.477991
Notre Dame de Namur University,Belmont,CA,117900.0,,,,-122.284794,37.517111
Occidental College,Los Angeles,CA,124900.0,0.409,1378.0,76600.0,-118.210908,34.127124
Ohlone College,Fremont,CA,448100.0,,,17095.0,-121.916339,37.52773
Orange Coast College,Costa Mesa,CA,125000.0,,,11715.0,-117.909086,33.66927
Otis College of Art and Design,Los Angeles,CA,125100.0,0.8032,,66695.0,-118.416615,33.956607
Oxnard College,Oxnard,CA,1284200.0,,,9662.0,-119.157604,34.166104
Hope International University,Fullerton,CA,125200.0,0.3829,1029.0,46231.0,-117.88573,33.87616
Concorde Career College-San Diego,San Diego,CA,793000.0,0.9384,,,-117.102845,32.702814
Palo Alto University,Palo Alto,CA,2138300.0,,,,-122.187437,37.382216
Pacific Oaks College,Pasadena,CA,125500.0,0.2667,,,-118.151323,34.153382
Pacific School of Religion,Berkeley,CA,125600.0,,,,-122.263155,37.87669
Pacific States University,Los Angeles,CA,3163300.0,,,,-118.298408,34.061315
Pacific Union College,Angwin,CA,125800.0,0.5917,1030.0,44714.0,-122.440308,38.570585
University of the Pacific,Stockton,CA,132900.0,0.7075,1221.0,64784.0,-121.312301,37.981424
Palo Verde College,Blythe,CA,125900.0,,,17656.0,-114.651698,33.661538
Palomar College,San Marcos,CA,126000.0,,,13033.0,-117.183978,33.149483
Pasadena City College,Pasadena,CA,126100.0,,,11386.0,-118.118196,34.144552
Pepperdine University,Malibu,CA,1014900.0,0.4185,1314.0,75312.0,-118.707077,34.037786
Pitzer College,Claremont,CA,117200.0,0.1657,,75850.0,-117.706675,34.104107
Platt College-San Diego,San Diego,CA,2304300.0,,,31593.0,-117.063483,32.76373
Point Loma Nazarene University,San Diego,CA,126200.0,0.8355,1210.0,53045.0,-117.250265,32.718391
Pomona College,Claremont,CA,117300.0,0.0862,,74438.0,-117.714556,34.099027
Porterville College,Porterville,CA,126800.0,,,11968.0,-119.014368,36.049256
Professional Institute of Beauty,El Monte,CA,1298400.0,,,,-118.039028,34.075561
Santa Ana College,Santa Ana,CA,128400.0,,,12076.0,-117.887558,33.759309
Pardee RAND Graduate School,Santa Monica,CA,1044100.0,,,,-118.490655,34.00973
Shasta School of Cosmetology,Redding,CA,4161700.0,,,,-122.387248,40.597114
University of Redlands,Redlands,CA,132200.0,0.6865,1135.0,68156.0,-117.163218,34.064218
College of the Redwoods,Eureka,CA,118500.0,,,11792.0,-124.195293,40.698427
Salon Success Academy-Upland,Upland,CA,720300.0,,,,-117.631783,34.108247
Salon Success Academy-Corona,Corona,CA,1309500.0,,,,-117.535638,33.847649
Rio Hondo College,Whittier,CA,126900.0,,,12245.0,-118.033506,34.019821
Riverside City College,Riverside,CA,127000.0,,,13890.0,-117.384323,33.970918
Rosemead Beauty School,Rosemead,CA,1294200.0,,,,-118.082793,34.080756
Dongguk University Los Angeles,Los Angeles,CA,3109500.0,,,,-118.289523,34.06597
Sacramento City College,Sacramento,CA,123300.0,,,12766.0,-121.491139,38.541096
Saddleback College,Mission Viejo,CA,891800.0,,,13237.0,-117.665584,33.553346
Samuel Merritt University,Oakland,CA,701200.0,,,,-122.266331,37.82029
San Diego City College,San Diego,CA,127300.0,,,13143.0,-117.152733,32.717403
San Diego Mesa College,San Diego,CA,127500.0,,,13223.0,-117.169165,32.803825
San Diego Miramar College,San Diego,CA,1182000.0,,,12431.0,-117.120261,32.909757
San Diego State University,San Diego,CA,115100.0,0.367,1207.0,23367.0,-117.071228,32.77525
University of San Diego,San Diego,CA,1039500.0,0.587,,70440.0,-117.192073,32.770816
San Francisco Art Institute,San Francisco,CA,394800.0,0.9467,,70023.0,-122.417,37.803575
San Francisco Conservatory of Music,San Francisco,CA,127800.0,0.4562,,69135.0,-122.420292,37.775543
San Francisco State University,San Francisco,CA,115400.0,0.8409,1030.0,24513.0,-122.476799,37.721224
University of San Francisco,San Francisco,CA,132500.0,0.703,1248.0,69987.0,-122.450477,37.776618
San Joaquin College of Law,Clovis,CA,2500000.0,,,,-119.697657,36.82448
San Joaquin Delta College,Stockton,CA,128000.0,,,21683.0,-121.317597,37.995562
San Joaquin Valley College-Visalia,Visalia,CA,2120700.0,,,,-119.384981,36.328049
San Joaquin Valley College-Bakersfield,Bakersfield,CA,2120703.0,,,,-119.062071,35.352848
William Jessup University,Rocklin,CA,128100.0,0.6521,,50819.0,-121.292312,38.819728
San Jose City College,San Jose,CA,128200.0,,,21322.0,-121.926185,37.315827
San Jose State University,San Jose,CA,115500.0,0.6737,1127.0,25747.0,-121.880621,37.336569
College of San Mateo,San Mateo,CA,118100.0,,,9117.0,-122.334801,37.535698
Santa Barbara Business College-Bakersfield,Bakersfield,CA,2577900.0,,,20065.0,-119.061264,35.359544
Santa Barbara Business College-Santa Maria,Santa Maria,CA,2578000.0,,,21627.0,-120.433296,34.937806
Santa Barbara City College,Santa Barbara,CA,128500.0,,,14618.0,-119.698045,34.406788
Santa Clara University,Santa Clara,CA,132600.0,0.5072,1367.0,74297.0,-121.93784,37.348362
Santa Monica College,Santa Monica,CA,128600.0,,,11347.0,-118.469765,34.017022
Santa Rosa Junior College,Santa Rosa,CA,128700.0,,,13885.0,-122.718974,38.45709
Saybrook University,Pasadena,CA,2120600.0,,,,-118.152155,34.153103
Scripps College,Claremont,CA,117400.0,0.3513,1406.0,77588.0,-117.711294,34.104147
College of the Sequoias,Visalia,CA,118600.0,,,8441.0,-119.315182,36.323877
Shasta Bible College and Graduate School,Redding,CA,2359300.0,1.0,,18260.0,-122.314419,40.566034
Shasta College,Redding,CA,128900.0,,,12023.0,-122.317982,40.625731
Sierra College,Rocklin,CA,129000.0,,,11415.0,-121.211688,38.790773
Sierra College of Beauty,Merced,CA,2064300.0,,,,-120.495874,37.306975
Trinity Law School,Santa Ana,CA,177212.0,0.8592,1079.0,,-117.852059,33.766071
Simpson University,Redding,CA,129100.0,0.5972,1099.0,46394.0,-122.332981,40.61334
College of the Siskiyous,Weed,CA,118700.0,,,15938.0,-122.38909,41.413005
Charles A Jones Career and Education Center,Sacramento,CA,950900.0,,,,-121.440796,38.516233
Skyline College,San Bruno,CA,771300.0,,,9473.0,-122.467335,37.63042
San Bernardino Valley College,San Bernardino,CA,127200.0,,,14713.0,-117.313248,34.086353
Saint Mary's College of California,Moraga,CA,130200.0,0.7731,1174.0,69071.0,-122.109031,37.840731
Solano Community College,Fairfield,CA,129200.0,,,13091.0,-122.122368,38.235881
Sonoma State University,Rohnert Park,CA,115600.0,0.8912,1050.0,26537.0,-122.677066,38.340274
South Baylo University,Anaheim,CA,2597300.0,,,,-117.958416,33.848291
South Coast College,Orange,CA,2277400.0,,,22814.0,-117.874031,33.78818
Vanguard University of Southern California,Costa Mesa,CA,129300.0,0.4999,1050.0,48086.0,-117.900911,33.662686
Concorde Career College-Garden Grove,Garden Grove,CA,807100.0,0.9754,,,-117.938395,33.774741
Southwestern College,Chula Vista,CA,129400.0,,,12806.0,-116.996803,32.640281
St John's Seminary,Camarillo,CA,129900.0,,,,-119.001867,34.243921
Starr King School for the Ministry,Oakland,CA,408000.0,,,,-122.182294,37.781425
Marshall B Ketchum University,Fullerton,CA,123000.0,,,,-117.886229,33.889348
Southern California Institute of Architecture,Los Angeles,CA,2075800.0,0.673,1180.0,70734.0,-118.232799,34.044215
University of Southern California,Los Angeles,CA,132800.0,0.1611,1441.0,77362.0,-118.284169,34.021281
Southwestern Law School,Los Angeles,CA,129500.0,,,,-118.288375,34.061558
Taft College,Taft,CA,130900.0,,,15037.0,-119.459751,35.149343
Claremont School of Theology,Claremont,CA,128800.0,,,,-117.715256,34.107602
Thomas Aquinas College,Santa Paula,CA,2358000.0,0.8553,1297.0,38164.0,-119.087141,34.429009
Epic Bible College & Graduate School,Sacramento,CA,3403300.0,,,,-121.362642,38.645152
United Education Institute-Huntington Park Campus,Huntington Park,CA,2559300.0,,,,-118.226206,33.986057
Concorde Career College-San Bernardino,San Bernardino,CA,853700.0,0.933,,,-117.283995,34.066823
Concorde Career College-North Hollywood,North Hollywood,CA,760700.0,0.9567,,,-118.403627,34.186407
Ventura College,Ventura,CA,133400.0,,,9371.0,-119.230604,34.277393
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,4250100.0,,,,-119.232988,34.25747
Bridges Beauty College,Victorville,CA,2128200.0,,,,-117.303933,34.528602
Victor Valley College,Victorville,CA,133500.0,,,16951.0,-117.261456,34.472231
Berkeley City College,Berkeley,CA,2242700.0,,,15451.0,-122.269877,37.869769
Walden University,Minneapolis,MN,2504200.0,,,,-93.265738,44.98125
Waynes College of Beauty,Salinas,CA,2061600.0,,,,-121.652672,36.700635
West Hills College-Coalinga,Coalinga,CA,117600.0,,,15687.0,-120.356747,36.147891
West Los Angeles College,Culver City,CA,859600.0,,,15783.0,-118.386664,34.004512
West Valley College,Saratoga,CA,133800.0,,,12182.0,-122.008324,37.26398
Carrington College-Sacramento,Sacramento,CA,974800.0,,,,-121.371331,38.556151
Westminster Theological Seminary in California,Escondido,CA,2276800.0,,,,-117.046371,33.121447
Westmont College,Santa Barbara,CA,134100.0,0.7016,1259.0,64240.0,-119.662517,34.450151
Whittier College,Whittier,CA,134200.0,0.7233,,61052.0,-118.032299,33.978773
Woodbury University,Burbank,CA,134300.0,0.704,,55032.0,-118.341147,34.208011
The Wright Institute,Berkeley,CA,884600.0,,,,-122.253168,37.868221
Thomas Jefferson School of Law,San Diego,CA,1085400.0,,,,-117.157862,32.717595
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,2262400.0,0.7286,,27734.0,-118.346613,34.085465
Yuba College,Marysville,CA,134400.0,,,12942.0,-121.53964,39.126536
The Salon Professional Academy-Grand Junction,Grand Junction,CO,2165200.0,,,,-108.56521,39.078114
Adams State University,Alamosa,CO,134500.0,0.9988,1004.0,22317.0,-105.879642,37.473636
Aims Community College,Greeley,CO,758200.0,,,12903.0,-104.763415,40.409559
Arapahoe Community College,Littleton,CO,134600.0,,,14919.0,-105.018631,39.607505
Bel-Rea Institute of Animal Technology,Denver,CO,1267000.0,0.2375,,25835.0,-104.876207,39.686194
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,450800.0,0.663,1123.0,22702.0,-104.837722,39.745149
University of Colorado Colorado Springs,Colorado Springs,CO,450900.0,0.8961,,22169.0,-104.800296,38.892735
Spartan College of Aeronautics and Technology,Broomfield,CO,729700.0,,,29204.0,-105.119096,39.914822
University of Colorado Boulder,Boulder,CO,137000.0,0.842,1268.0,31034.0,-105.270823,40.008781
Colorado Christian University,Lakewood,CO,940100.0,,,46894.0,-105.09456,39.71388
Colorado College,Colorado Springs,CO,134700.0,0.136,,74760.0,-104.822697,38.84886
Concorde Career College-Aurora,Aurora,CO,887100.0,0.945,,,-104.867089,39.718699
Colorado Mountain College,Glenwood Springs,CO,450600.0,,,11457.0,-107.324441,39.54636
Colorado Northwestern Community College,Rangely,CO,135900.0,,,18968.0,-108.790048,40.081112
Colorado School of Mines,Golden,CO,134800.0,0.5497,1372.0,36107.0,-105.223364,39.751443
Colorado School of Trades,Lakewood,CO,1157200.0,0.8611,,,-105.104174,39.74181
Colorado State University-Fort Collins,Fort Collins,CO,135000.0,0.8352,1199.0,27513.0,-105.080732,40.574805
Colorado Technical University-Colorado Springs,Colorado Springs,CO,1014800.0,,,23174.0,-104.833928,38.894265
Community College of Aurora,Aurora,CO,2276900.0,,,15774.0,-104.802673,39.71788
Technical College of the Rockies,Delta,CO,2156200.0,,,,-108.031072,38.702524
Community College of Denver,Denver,CO,954200.0,,,17261.0,-105.001044,39.741413
Lincoln College of Technology-Denver,Denver,CO,793806.0,,,,-104.856171,39.77651
Denver Seminary,Littleton,CO,135200.0,,,,-105.022363,39.600595
University of Denver,Denver,CO,137100.0,0.6067,1296.0,69469.0,-104.963259,39.678005
Emily Griffith Technical College,Denver,CO,559600.0,,,,-104.985751,39.74575
Fort Lewis College,Durango,CO,135300.0,0.9151,1037.0,23881.0,-107.867422,37.275939
Front Range Community College,Westminster,CO,793300.0,,,16622.0,-105.038068,39.901452
Iliff School of Theology,Denver,CO,135400.0,,,,-104.960657,39.675927
International Salon and Spa Academy,Colorado Springs,CO,1285000.0,,,,-104.786252,38.913621
Lamar Community College,Lamar,CO,135500.0,,,17835.0,-102.616144,38.068886
Colorado Mesa University,Grand Junction,CO,135800.0,0.7544,,22143.0,-108.553275,39.080643
Metropolitan State University of Denver,Denver,CO,136000.0,0.8333,973.0,19975.0,-105.00504,39.744202
Morgan Community College,Fort  Morgan,CO,998100.0,,,15093.0,-103.771822,40.258792
Naropa University,Boulder,CO,2117500.0,1.0,,51142.0,-105.266987,40.014235
Nazarene Bible College,Colorado Springs,CO,1300700.0,,,,-104.803251,38.944824
Northeastern Junior College,Sterling,CO,136100.0,,,18400.0,-103.197329,40.637215
University of Northern Colorado,Greeley,CO,134900.0,0.877,1099.0,23864.0,-104.692777,40.410855
Otero Junior College,La Junta,CO,136200.0,,,18040.0,-103.544874,37.969984
Pikes Peak Community College,Colorado Springs,CO,889600.0,,,17112.0,-104.787261,38.764287
Pueblo Community College,Pueblo,CO,2116300.0,,,18270.0,-104.636258,38.262124
Red Rocks Community College,Lakewood,CO,954300.0,,,14480.0,-105.150094,39.720277
Regis University,Denver,CO,136300.0,0.782,1143.0,51593.0,-105.030756,39.788175
Rocky Mountain College of Art and Design,Lakewood,CO,764900.0,,,24570.0,-105.069911,39.74332
Montessori Education Center of the Rockies,Denver,CO,3306300.0,0.8571,,,-105.241331,40.019673
Colorado State University Pueblo,Pueblo,CO,136500.0,0.9431,1022.0,21950.0,-104.579033,38.30859
Pickens Technical College,Aurora,CO,1287500.0,,,13796.0,-104.789683,39.723705
